respid,constituency.x,urban.x,old_branch_position,ps2018_contestant,won_seat,ps2018_contest_position,years_active_npp,age,female,chief_relative,pol_relative,da_relative,constexec_relative,mpdce_relative,local_eth_minority,lives_outside_ps,years_comm,formal_sector,helps_comm_w_party,helps_comm_w_da,helps_party_idcomm,campaign_canvass,campaign_gifts,campaign_jobs,campaign_assistance,campaign_workwchief,campaign_orgevents,campaign_orgrallies,campaign_orgtransport,campaign_drivevoters,yea_since2016.x,gov_loan_since2016.x,training_since2016.x,paid_for_campaign,paid_for_camp_money,paid_for_camp_loan,paid_for_camp_cloth,paid_for_camp_food,paid_for_camp_credit,paid_for_camp_bicycle,paid_for_camp_moto,paid_for_camp_phone,paid_post_camp_loan.x,paid_post_camp_bicycle.x,paid_post_camp_moto.x,paid_post_camp_contracts.x,paid_post_camp_job.x,paid_post_camp_training.x,contestation_type,wealth_index_2km.x,npp_const_2016.x,comp_const_2016.x,cxn_down_percentage_correct_full,cxn_up_percentage_correct_full,pres2012_ps_margin,bio_educ_three,cpgn_brok_index,broker_down,broker_up,asset_index,petty_trader,cxn_up_constexecs,cxn_up_bureaucrats,cxn_up_politicians,asset_total.x,payments.increase_pay_open,version.y,asset_total.y,yea_since2016.y,gov_loan_since2016.y,training_since2016.y,paid_post_camp_loan.y,paid_post_camp_bicycle.y,paid_post_camp_moto.y,paid_post_camp_contracts.y,paid_post_camp_job.y,paid_post_camp_training.y,cxn_up_percentage_correct_full_w2,cxn_up_constexecs_w2,cxn_up_bureaucrats_w2,cxn_up_politicians_w2,expected_personal_category1.x,expected_personal_category2.x,expected_personal_category3.x,expected_personal_category4.x,expected_personal_category1.y,expected_personal_category2.y,expected_personal_category3.y,expected_personal_category4.y,job_immed,job_after,train_immed,train_after,loan_immed,loan_after,bike_moto_immed,bike_moto_after,contracts_immed,contracts_after,big_pat_immed,big_pat_after,big_pat_total,big_pat_after2,small_pat_immed,small_pat_after,small_pat_total,cloth_immed,cloth_after,food_immed,food_after,money_immed,money_after,inputs_immed,inputs_after,electronics_immed,electronics_after,nothing_immed,nothing_after,change_econ_retro,change_consumer_conf,change_total_assets,npp12to16_ps_swing.NEW,helps_comm_w_party.y,helps_comm_w_da.y,helps_party_idcomm.y,howto_paid_r1,howto_paid_r2,howto_cxnup,howto_effort_performance,km_to_capital_wave1,broker_up.y,broker_down.y,current_exec,newly_elected,change_cnx_up,swing_2012_2016_const,npp_rawvotes,anon.ps.name,paid_camp_big,paid_for_camp_bike_moto,paid_camp_small,expects.accomodation,expects.bur.favors,expects.fees,expects.cash,expects.inputs,expects.job,expects.job.family,expects.loan,expects.moto,expects.other,not_paid_for_campaign,nothing_start_to_immed,nothing_start_to_after,major_start_to_immed,major_start_to_after,minor_start_to_immed,minor_start_to_after
10135,agona_east,0,1,1,1,org,26,46,0,1,1,0,0,0,1,0,41,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,uncontested,0.3850522,0,1,0.208333333333333,0.12,0.402,1,3,0,1,4,0,0.2,0,0.142857142857143,4,Keep lobbying the exercutives,V13,5,0,0,0,0,0,0,0,0,0,0.08,0.1,0,0.142857142857143,inputs,loan,,,loan,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.0405806451612902,1,0,0,connect_up,,1,0,14.403935964299,1,0,1,0,-0.04,0.0579601706238879,-5,PS1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0
10136,agona_east,0,1,1,1,youth_org,26,47,0,1,1,0,1,1,0,0,32,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,uncontested,0.3850522,0,1,0.291666666666667,0.16,0.402,1,6,0,0,4,0,0.2,0,0.285714285714286,4,Peaceful party,V13,4,0,0,0,0,0,0,0,0,0,0.16,0.2,0,0.285714285714286,job,loan,inputs,health bills,job,inputs,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0405806451612902,1,0,1,other,,0,0,14.403935964299,1,1,1,0,0,0.0579601706238879,-5,PS1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0
10134,agona_east,0,1,1,1,secretary,16,30,0,0,1,0,0,1,1,0,20,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,uncontested,0.3850522,0,1,0.291666666666667,0.28,0.402,2,6,0,0,5,0,0.3,0.25,0.285714285714286,5,By going to meet the top party people one on one to have a personal conversation with them to air grievances,V13,4,0,0,1,0,0,0,0,0,0,0.28,0.2,0.125,0.571428571428571,job,loan,,,job,,,,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0.0405806451612902,1,0,0,connect_up,,1,0,14.403935964299,1,0,1,0,0,0.0579601706238879,-5,PS1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0
10133,agona_east,0,1,1,1,chair,20,39,0,0,0,0,0,0,1,0,15,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,backroom,0.3850522,0,1,0.291666666666667,0.4,0.402,3,4,1,1,6,0,0.6,0,0.571428571428571,6,None,V13,7,0,0,0,0,0,0,0,0,0,0.36,0.6,0,0.428571428571429,job,,,,job,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0.0405806451612902,1,0,0,impossible,,0,0,14.403935964299,1,0,1,0,-0.04,0.0579601706238879,-5,PS1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
10137,agona_east,0,1,1,1,women_org,26,61,1,0,1,0,1,0,0,0,37,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,uncontested,0.3850522,0,1,0.0416666666666667,0.36,0.402,1,6,0,1,5,1,0.5,0.125,0.428571428571429,5,None,V13,6,0,1,0,1,0,0,0,0,0,0.2,0.4,0,0.142857142857143,job for family,,,,loan,,,,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0405806451612902,0,0,0,impossible,,0,0,14.403935964299,0,0,1,0,-0.16,0.0579601706238879,-5,PS1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0
11011,agona_east,0,1,1,1,youth_org,10,31,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,uncontested,0.3850522,0,1,0.125,0.16,0.463793103448276,2,6,0,1,7,0,0.2,0,0.285714285714286,7,None,V13,4,0,0,0,0,0,0,0,0,0,0.16,0.3,0,0.142857142857143,"motorvehicle (car, moto)",,,,job,loan,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-3,0.0430271026848202,0,0,1,impossible,,0,0,13.9418135849116,0,1,1,0,0,0.0579601706238879,-4,PS2,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0
11012,agona_east,0,1,1,1,women_org,5,54,1,0,0,0,0,0,1,0,52,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,uncontested,0.3850522,0,1,0.0833333333333333,0.08,0.463793103448276,1,2,0,0,4,1,0.1,0,0.142857142857143,4,By rigorously campaigning for more votes for the party,V13,2,0,1,1,1,0,0,0,0,1,0.08,0.1,0,0.142857142857143,electricity,job for family,,,job for family,,,,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,0.0430271026848202,1,0,0,performance,,0,1,13.9418135849116,1,0,1,0,0,0.0579601706238879,-4,PS2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1
11013,agona_east,0,1,1,1,chair,10,41,0,0,1,1,0,1,1,0,41,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,uncontested,0.3850522,0,1,0.125,0.6,0.463793103448276,2,8,0,1,5,0,0.7,0.5,0.571428571428571,5,By getting closer to top district assembly officials,V13,6,0,0,0,0,0,0,0,0,0,0.6,0.7,0.625,0.428571428571429,job,contracts,,,contracts,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0.0430271026848202,1,1,0,connect_up,,1,0,13.9418135849116,1,0,1,0,0,0.0579601706238879,-4,PS2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0
11014,agona_east,0,1,1,1,org,8,39,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,uncontested,0.3850522,0,1,0.208333333333333,0.16,0.463793103448276,2,4,0,0,7,0,0.2,0,0.285714285714286,7,Keep pushing the executives to increase benefits,V13,7,0,0,0,0,0,0,0,0,0,0.2,0.3,0,0.285714285714286,loan,contracts,,,contracts,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.0430271026848202,1,0,0,connect_up,,1,0,13.9418135849116,1,0,1,0,0.04,0.0579601706238879,-4,PS2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1
11015,agona_east,0,1,1,1,secretary,18,52,0,0,0,0,0,0,1,0,52,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,uncontested,0.3850522,0,1,0.0833333333333333,0.68,0.463793103448276,1,3,0,1,4,0,1,0.25,0.714285714285714,4,By continuing serving selflessly for the progress of the party in the community,V13,3,0,0,0,0,0,0,0,0,0,0.4,0.6,0.125,0.428571428571429,job,,,,contracts,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1,0.0430271026848202,1,1,0,greater_effort,,0,1,13.9418135849116,1,0,1,0,-0.28,0.0579601706238879,-4,PS2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0
10785,agona_east,0,1,1,1,org,18,40,0,0,0,0,0,0,1,0,19,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,uncontested,-0.075082,0,1,0.291666666666667,0.08,0.415778251599147,1,3,1,1,4,0,0,0,0.285714285714286,4,None,V13,2,0,0,0,0,0,0,0,0,0,0.32,0.5,0.125,0.285714285714286,job for family,inputs,loan,,job for family,loan,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,-1,-2,0.0568641169154233,0,0,0,impossible,,0,0,15.7904550184495,0,0,1,0,0.24,0.0579601706238879,-1,PS3,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1
10786,agona_east,0,1,1,1,youth_org,16,31,0,0,0,0,0,0,0,0,7,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,uncontested,-0.075082,0,1,0.125,0.12,0.415778251599147,2,5,1,1,4,0,0.1,0,0.285714285714286,4,Continue reminding them,V13,6,0,0,0,0,0,0,0,0,0,0.12,0.2,0,0.142857142857143,loan,,,,loan,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2,0.0568641169154233,0,0,0,connect_up,,1,0,15.7904550184495,0,0,1,0,0,0.0579601706238879,-1,PS3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
10787,agona_east,0,1,1,1,secretary,4,36,0,0,1,0,0,0,0,0,26,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,backroom,-0.075082,0,1,0.375,0.08,0.415778251599147,3,4,0,0,7,0,0,0,0.285714285714286,7,Go to them constantly for help,V13,6,0,1,0,0,0,0,0,0,0,0.32,0.5,0.125,0.285714285714286,loan,,,,loan,,,,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,-1,-1,0.0568641169154233,1,0,1,connect_up,,1,0,15.7904550184495,1,1,1,0,0.24,0.0579601706238879,-1,PS3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
10788,agona_east,0,0,1,1,chair,26,62,0,1,0,0,0,0,0,0,62,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,uncontested,-0.075082,0,1,0.583333333333333,0.08,0.415778251599147,1,2,0,1,2,0,0,0,0.285714285714286,2,Keep talking to the executives,V13,2,0,0,0,0,0,0,0,0,0,0.16,0.3,0,0.142857142857143,inputs,"motorvehicle (car, moto)",,,school fees,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,0,0.0568641169154233,0,0,0,connect_up,,1,0,15.7904550184495,0,0,1,1,0.08,0.0579601706238879,-1,PS3,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0
10789,agona_east,0,1,0,NA,NA,27,72,1,1,1,1,0,0,1,0,40,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-0.075082,0,1,0,0.04,0.415778251599147,2,0,1,1,4,0,0,0,0.142857142857143,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,job for family,,,,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,NA,NA,NA,0.0568641169154233,NA,NA,NA,NA,,NA,NA,15.7904550184495,NA,NA,NA,0,NA,0.0579601706238879,-1,PS3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,NA,0,NA,0,NA
10790,agona_east,0,0,1,1,women_org,3,32,1,0,1,0,0,0,0,0,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,uncontested,-0.075082,0,1,0.25,0.04,0.415778251599147,1,1,0,0,4,0,0,0,0.142857142857143,4,None,V13,6,0,1,0,1,0,0,0,0,0,0.24,0.4,0,0.285714285714286,cash,,,,loan,,,,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0.0568641169154233,0,0,0,impossible,,0,0,15.7904550184495,0,0,1,1,0.2,0.0579601706238879,-1,PS3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1
10791,agona_east,0,1,1,1,youth_org,18,32,0,1,0,0,0,0,1,0,32,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,uncontested,-0.878791,0,1,0.625,0.08,0.217054263565892,1,4,0,1,3,0,0,0,0.285714285714286,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorvehicle (car, moto)",accommodation,job,,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,NA,NA,NA,0.0373683164380837,NA,NA,NA,NA,,NA,NA,18.1327405656422,NA,NA,1,0,NA,0.0579601706238879,0,PS4,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,NA,0,NA,0,NA
10792,agona_east,0,1,0,NA,NA,20,42,0,0,1,0,0,0,1,0,30,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-0.878791,0,1,0.708333333333333,0,0.217054263565892,1,3,1,1,3,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,accommodation,,,,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,NA,NA,NA,0.0373683164380837,NA,NA,NA,NA,,NA,NA,18.1327405656422,NA,NA,NA,0,NA,0.0579601706238879,0,PS4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,0,NA,0,NA
10796,agona_east,0,1,1,1,women_org,10,27,1,0,1,0,0,0,1,0,20,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,uncontested,-0.878791,0,1,0.875,0.12,0.217054263565892,1,3,0,1,3,0,0,0,0.428571428571429,3,Win more votes for the party,V13,2,0,1,0,1,0,0,0,0,0,0.04,0,0,0.142857142857143,cash,,,,loan,,,,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,0.0373683164380837,0,0,0,performance,,0,1,18.1327405656422,0,0,1,0,-0.08,0.0579601706238879,0,PS4,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0
10793,agona_east,0,0,1,1,org,2,28,1,0,0,0,0,0,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,uncontested,-0.878791,0,1,0.666666666666667,0,0.217054263565892,1,0,0,0,3,0,0,0,0,3,Win more votes for the party in 2020,V13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,accommodation,,,,loan,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0.0373683164380837,0,0,0,performance,,0,1,18.1327405656422,0,0,1,1,0,0.0579601706238879,0,PS4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
10794,agona_east,0,0,1,1,chair,18,62,0,1,1,0,0,0,0,0,46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,uncontested,-0.878791,0,1,0.625,0,0.217054263565892,1,1,0,0,3,0,0,0,0,3,Talk to the party exercutives,V13,2,0,0,0,0,0,0,0,0,0,0.08,0.1,0,0.142857142857143,inputs,building materials,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-1,0.0373683164380837,0,0,0,connect_up,,1,0,18.1327405656422,0,0,1,1,0.08,0.0579601706238879,0,PS4,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
10795,agona_east,0,0,1,1,secretary,6,29,0,1,0,0,0,0,1,0,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,backroom,-0.878791,0,1,0.875,0.08,0.217054263565892,1,2,0,0,3,0,0,0,0.285714285714286,3,None,V13,5,0,0,0,0,0,0,0,0,0,0.32,0.3,0.25,0.428571428571429,accommodation,"motorvehicle (car, moto)",,,job,loan,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,2,0.0373683164380837,1,0,0,NA,,NA,NA,18.1327405656422,1,0,1,1,0.24,0.0579601706238879,0,PS4,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0
10525,agona_east,0,0,1,0,org,28,68,0,0,1,0,0,0,1,0,28,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,contested,-0.3131292,0,1,0.0833333333333333,0.16,0.142857142857143,1,7,0,1,3,0,0.2,0,0.285714285714286,3,None,V13,4,0,0,0,0,0,0,0,0,0,0.12,0.1,0,0.285714285714286,accommodation,school fees,,,inputs,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.0353131199634826,0,0,0,impossible,,0,0,15.3847941701106,0,0,0,0,-0.04,0.0579601706238879,3,PS5,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0
10526,agona_east,0,0,1,1,youth_org,10,27,0,1,1,0,0,0,0,0,24,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,uncontested,-0.3131292,0,1,0.708333333333333,0.16,0.142857142857143,1,2,0,0,4,0,0.2,0,0.285714285714286,4,Get closer to the top party officials,V13,5,0,0,0,0,0,0,0,0,0,0.32,0.4,0,0.571428571428571,job,,,,loan,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,-1,1,0.0353131199634826,1,1,0,connect_up,,1,0,15.3847941701106,1,0,1,1,0.16,0.0579601706238879,3,PS5,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1
10527,agona_east,0,0,1,0,women_org,12,32,1,0,1,0,0,0,0,0,32,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,contested,-0.3131292,0,1,0.666666666666667,0.08,0.142857142857143,1,4,0,0,2,0,0,0,0.285714285714286,2,By requesting for help from top party officials,V13,5,0,0,0,0,0,0,0,0,0,0.08,0,0,0.285714285714286,loan,,,,loan,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0.0353131199634826,0,0,0,connect_up,,1,0,15.3847941701106,0,0,0,0,0,0.0579601706238879,3,PS5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
10528,agona_east,0,1,1,1,secretary,24,43,0,0,0,0,0,0,0,0,38,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,uncontested,-0.3131292,0,1,0.5,0.16,0.142857142857143,2,4,1,1,5,0,0.3,0,0.142857142857143,5,By working hard for the party to get more votes in the constituency,V13,4,0,0,0,0,0,0,0,0,0,0.12,0.1,0,0.285714285714286,school fees,,,,school fees,,,,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0.0353131199634826,1,1,0,performance,,0,1,15.3847941701106,1,0,1,0,-0.04,0.0579601706238879,3,PS5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1
10529,agona_east,0,1,0,NA,NA,26,62,0,1,1,0,0,0,0,0,62,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-0.3131292,0,1,0.666666666666667,0.12,0.142857142857143,1,4,0,1,2,0,0.1,0,0.285714285714286,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,loan,,,,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,NA,NA,NA,0.0353131199634826,NA,NA,NA,NA,,NA,NA,15.3847941701106,NA,NA,NA,0,NA,0.0579601706238879,3,PS5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,NA,0,NA,0,NA
10530,agona_east,0,0,1,1,chair,26,39,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,uncontested,-0.3131292,0,1,0.541666666666667,0.16,0.142857142857143,3,6,0,0,6,0,0.1,0,0.428571428571429,6,None,V13,8,0,0,0,0,0,0,0,0,0,0.2,0.3,0,0.285714285714286,inputs,school fees,,,school fees,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0.0353131199634826,0,0,0,impossible,,0,0,15.3847941701106,0,0,1,1,0.04,0.0579601706238879,3,PS5,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0
10522,agona_east,0,1,1,1,women_org,22,48,1,0,0,0,0,0,0,0,48,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,contested,-0.3131292,0,1,0.333333333333333,0.12,0.142857142857143,1,4,0,0,2,0,0.1,0,0.285714285714286,2,By personally meeting with top party officials to let them know the plights,V13,3,0,0,0,0,0,0,1,0,0,0.16,0.2,0,0.285714285714286,loan,,,,loan,,,,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0.0353131199634826,1,0,0,connect_up,,1,0,15.3847941701106,1,0,1,0,0.04,0.0579601706238879,3,PS5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
10523,agona_east,0,1,0,NA,NA,26,53,0,1,1,0,0,0,0,0,49,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,-0.3131292,0,1,0.541666666666667,0.24,0.142857142857143,1,5,0,1,3,0,0.3,0,0.428571428571429,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,job for family,,,,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,NA,NA,NA,0.0353131199634826,NA,NA,NA,NA,,NA,NA,15.3847941701106,NA,NA,NA,0,NA,0.0579601706238879,3,PS5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,NA,1,NA
10524,agona_east,0,0,1,1,org,22,50,0,0,1,0,0,0,0,0,30,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,contested,-0.3131292,0,1,0.166666666666667,0.08,0.142857142857143,1,2,0,0,4,0,0.1,0,0.142857142857143,4,By contacting the party leaders at the constituency level,V13,6,0,0,0,0,0,0,0,0,0,0.16,0.2,0,0.285714285714286,loan,school fees,job,,loan,"motorvehicles (car, moto)",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0.0353131199634826,1,1,0,connect_up,,1,0,15.3847941701106,1,0,1,1,0.08,0.0579601706238879,3,PS5,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0
